content,Label
bagus,positif
sangat membantu,positif
semoga bisa lebih banyak lagi pinjaman nya,positif
nice,positif
good,positif
alhamdulillah,positif
pelayanan sangat baik,positif
Iklan trus,negatif
"App SIALAN!!!...Sy gak pinjam tiap hari dikit2 di telp menawarkan pinjaman,,bgitu pinjam gak dikasih,,app PENIPU",negatif
Menyebalkan,negatif
Jelek ga bisa ajukan pinjaman..,negatif
"Kecewa berat sama aplikasi ini, saya sudah upload banyak data, dan sudah dapt linit 1 juta, tapi saat saya ajukan pinjaman, tiba-tiba limit hilang, ini maksudnya apa, apa hanya untuk mengumpulkan data saja, beda banget dengan aplikasi yang lain, limit real, saya harap pihak aplikasi bisa lebih profesional lagi, dan tolong data saya yang di tolak bisa di hapus dan tidak dipergunakan semena-mena, terima kasih",negatif
Pengajuan tidak disetujui padahal sudah sukses semua,negatif
aplikasi taik.. a**j*n* jangan pinjol disini.. yang ada bikin tensi naik.. saya nyesal sudah pinjol disini,negatif
Kecewa sy udah mauk persyaratan tetapi gk lolos huh,negatif
mantapp,positif
ko aneh udah di lunasin semua cicilannya malah ga bisa minjem lagi,negatif
"Heran padahal udah ngisi data lengkap tapi pas pengajuan ribet belebet padahal limit cuman dikasih 200k gak sesuai iklan, gak bisa di rekomendasikan sih buat pinjaman mendesak ini aplikasi.",negatif
Gembel Iklan elit di acc sulit Tolol,negatif
"TDK buat d rekomendasikan, penagihan nya seperti memperlakukan kostemer seperti bintang yg d olok"" yg d gunjing,TDK untuk d rekomendasikan sama sekali",negatif
"Gak bisa ngasih pinjaman,tapi iklannya lewat terus,bikin emosi",negatif
"Sy atas nama muhammad syukkron, tolong kepada pihak apk easycash. Tolong hapus data sy, dikarenakan pengajuan limit/pinjaman tidak di ACC. Jika ada yg menyalahgunakan data saya, SY TIDAK BERTANGGUNG JAWAB ATAS INI. TERIMAKASIH",negatif
saya mah Bru gabung,positif
"Saya sangat kecewa dengan apk ini ,masa ketika sudah melunasi semua ,langsung gak bisa pinjam lagi padahal hanya tlat 1 hari saja ,saya sangat2 kecewa ,bagi yg lain jangan coba2 instal apk inii bila gak mau menyesal seperti saya ini ,,apk burikkkk",negatif
jelekðŸ˜,negatif
"Waktu twnor pinjaman masih lama dan sya sudah melunasi semuanya,tapi bgtu mau pinjam lg tiba2 ditolak,aneh amat sih,padahal sebelumnya bisa sudah 2x pencairan,tiba2 skrg ga bisa dan saya ga pernah cacat utk pembayaran.",negatif
butuhnya berapa do kadihnya berapa babik...,negatif
Baru tau ada pinjaman di lunasi jauh hari.dpt naik limit eh diajukan lagi lsg di tolak.ðŸ¤£aneh bgt kliatan bgt cuma cari untung gede.parah,negatif
Gimna ini ko saya belum pernah pinjam di apk manapun baru kali ini ngajuin di apk easycas langsung di tolak,negatif
Bnyk bgt yg iklannin apk ga laku apa gmna si ganggu banget.,negatif
gk pernah tlt & gk pernah kena denda. Bgitu lunas limit turun & tenor pun brubah jd 15 hari per periode. Whay???,negatif
Sama aj boong,negatif
"Klo emng gabisa gausah di pinjemin, dri jam 4 sore lo sampai malam jam 9 gaada di kasih pinjam, malah muter"" gajelas, mana lelet",negatif
"Tolong kepada pihak easycash,mohon hapus data saya,,,saya sudah lunasi pembayaran nya,dan tidak berniat untuk pinjam lagi...terimaksih.",negatif
Knp pas sya byr tagihan sya pdahal blm jatuh tempo tpi sya dah byr masa limit sya hilang,negatif
Jujur gua gaj tertarik sama sekali iklanya sangat mengganggu lagi di setiap aplikasi gak percaya,negatif
Angsuran 1bln bayar 2kali Aplikasi ngak jelas dimana mana 1blnbayar 1 kali goblook pinjol g jelas perbaiki tenor nya,negatif
Proses pengajuan mudah. Mudah ditolak. Syukur deh.. Malah jadi ga utang,negatif
Gak rekomendasiin buat di pakeðŸ‘Ž,negatif
Jelek,negatif
Penipu,negatif
buat modal usaha dikasi limit 100 rb apa gak kocak ini apllikasi,negatif
Sesad sesad potongan pencairanya ngeri di tambah bunganya hampir 10% gila memang,negatif
"Saya gk pernah daftar dan memberikan kontak ke aplikasi ini, tapi tiap hari bisa 3 sampai 5 kali ditelpon orang eazycash, nawarin pinjaman, kadang telpon pake bot, sangat mengganggu, tolong eazycash jangan maksa nyari nasabah.",negatif
Pinjaman lunas data pribadi tidak dapat di hapus. Apk ini licik,negatif
Kalau dah gak bisa ngasi pinjaman jangan ngasi harapan ...limit bertahap ap..... pinjaman pertama selesai setelah harapan terus yg dikasih,negatif
Jgn spam telpon terus woyyyyy. Gua ga jadi minjemm!!!!!!,negatif
Auah,negatif
Cuma mau curi data ajah Ujung ujung nya di tolak,negatif
mohon maaf tim penagih keluar kondar dan tidak sopan,negatif
Gak di ACC aneh,negatif
"BIAYA LAYANAN YANG SANGAT TINGGIðŸ˜¤ðŸ‘ŽðŸ» MENDING APK LAIN AJA, LIMIT SAYA UDH 7,6 MASA BIAYA LAYANAN HAMPIR SEJUTAðŸ¤£ RUGI DONGGG",negatif
Tolong tim colektor klok tagih yg sopan gk usah gertak ini itu telat sehari aja kayak telat 1bulan inget saya sering pinjam & pasti saya bayar kalok pihak easycash gk minta maaf bulan depan saya gak bayar sisa hutang nya sakit hati sama omongannya colektor nya.!!!,negatif
"Saya adalah nasabah easycash sudah 2 tahun lebih. Pembayaran juga tidak pernah telat / bermasalah. Tp kenapa mau pinjam lagi limitnya hilang?? Tidak lolos lah, verifikasi gagal lah... 2 tahun lebih kmrinÂ² juga bisa. Sudah 2 bulan ini kok mau pengajuan dipersulit. Aplikasinya semakin kedepan kok semakin gak jelas!!!",negatif
Pembayaran Lancar giliran perpanjang malah tidak bisa,negatif
"kenapa setiap kredit dana selalu ada yang nelpon tidak jelas, cukup terganggu sekali saat sedang sibuk!!!!",negatif
bunganya terlalu tinggi jangan saya sarankan,negatif
Saya pinjaman 1jt200. Untuk keperluan terimakasih atas pertolongan nya. Easycash,negatif
"Bentuk cicilannya memberatkan bukan perbulan, saldo awal terlalu kecil jadi gak berguna",negatif
Bunga nya gila pinjam 1 jt cair nya 900 bunga nya 800 lebih mati ngalahin rentenir Kata nya bunga nya kecil gak tahu mencekikðŸ˜œðŸ˜œ,negatif
"Kalau minjam disini mikirÂ² aja dulu , dana pencairan berkurang ga full , bayar cicilannya bisa bisa 2x lipat",negatif
blm yakin ðŸ˜‚ðŸ˜… KRNA blm masuk,negatif
Min tolong hapus data pribadi saya karna saya di tolak di apk ini,negatif
Gak pernah dapat meminjam,negatif
Limit turun jauh bgt,negatif
666 w.m....m............................................ .......66,negatif
masa limit 100ribu buat apa,negatif
bayar nya bener ga bisa minjem lagi,negatif
Kalau bisa hapus lagi bintang dua nya,negatif
Aku minta tolong ya hapus dataÂ² saya..,negatif
"Padahal udah bayar tepat waktu pas mau ngajuin lagi nga bisa aneh padahal kita bener"" bayar di ajukan lagi nga bisaðŸ¤¦",negatif
cepat dalam informasinya,positif
Sudah lebih dari satu minggu saya meminta penghapusan akun tetapi masih dalam proses. Mau sampe kapan dalam prosesnya,negatif
Kalo hp ilang gak bisa masuk gimana y. Dan gak tau kode OTP nya,negatif
Jangan Berhutang Jika TDK mau ditagih,positif
sangat membantu,positif
Baru mengajukan sudah di tolak. Pinjaman macam apa ini,negatif
maksih,positif
Tolong hps data2 sy...,positif
"kecewa, sudah limit 5jt , tidak afa kendala saat pembayaran. tiba tiba limit langsung turun jadi 600rb.",negatif
Udah isi kenaikan limit sudah dapat 500 tapi yang di cairkan hanya 200 buat ap uang sgtu heh tolong perbaiki lagi,negatif
Knapa saya tidak bisa meminjam di sini. Sudah 5 x saya mengajukanya,negatif
sementara tk kasih 2 dulu.. krna pencairan ternyata tidak 100% ðŸ™ðŸ™ðŸ™spt iklan,negatif
"Spam telpon , padahal gak pernah ngajuin tapi di spammm teruss",negatif
"Saya kecewa nomor saya yg terdaftar 08****031601 sudah berkali- kali pinjam dan di lunasi, tidak pernah terlambat bayar. Di coba ajukan kenaikan limit masukan foto kartu kredit dengan iming iming limit tinggi tapi hanya bertambah 100 ribu. Data jyga sudah lengkap semua tapi hanya bertambah sedikit. Limit saya juga tidak bertambah tambah padahal saya tidak pernah menunggak, bayar lebih awal..",negatif
tenor dan potongan adm besar sekali,negatif
limit pinjaman cuma 200rb,negatif
Baru saja di lunasin ko malah hilang limit nya aneh katanya tidak lolos verifikasi,negatif
"Apk nya bagus tapi tenornya pendek utk pengembalian, biaya potongan diawal terlalu besar. Semakin lama jd nasabah, limit tdk semakin naik justru turun. Sy sdh hapus akun, tolong data2 saya jg di hapus ya..",negatif
Kenapa di pinjaman ketiga kali dana saya masuk nya lama,negatif
kasih dua dulu karane pengajuan blm di acc,negatif
gk bagus kebijakan dr aplikasi ini sangat mngecewakan..padahal saya udah lunas sekaligus trus malah limit pinhaman aku dihilangkan begitu saja,negatif
"acc lama, ribetðŸ‘",negatif
"bunganya gede banget ,pas pinjam juga ga cair sesuai nominal ,mau dilunasin krn telat bayar bunganya numpuk jadi males buat bayarnya krna bunganya ke gedean dan gabisa di cicil sedikit2 harus dibayar sesuai nominal yg udah diberatkan dengan denda",negatif
terlalu kecil awal pinjaman,negatif
limit gak bisa langsung banyak,negatif
Cuma 100 rbu satu hari pun dapn tolong data ku di hpus aj ya bosku.ðŸ™ðŸ™,negatif
"Pinjaman mah dah lunas eh malah ga bisa di buka lagi alesannya masukan data,dapatkan limit udah di masukan ga dapet"" Payahh",negatif
in sha Allah membantu,positif
mantap,positif
"Pengajuan susah benr ditolak mulu pdhal udh ngikutin arahan, ngg wort it banget apk nya",negatif
Limit udh naik sya ajukan malah tidak di acc,negatif
"Aku fikir nih ya kalo lancar bayar jauh dari sebelum jatuh tempo tu periode bayar ikut nambah seiring bertambahnya limit. Lah ini mah kagak yg ada malah bunga makin gede, potongan juga gede. Abis lunas aku mau hapus akun langsung unninstal karena ga nyaman sama perartutannya",negatif
Cicilan saya selalu bagus sudah 3x pinjam angsuran bagus semua tapi knapa limit saya malah trun jauh dari yang sbelum nya mengecewakan,negatif
Lama proses nya sih,negatif
joss,positif
Pembayaran tidak pernah lewat jatuh tempo malahan pelunasan cepat tapi limit semakin turun,negatif
sangat membantu,positif
cepat tanggap ke pada nasabah dan menjelaskan dengan santun.,positif
Terlalu banyak potongannya,negatif
aplikasi Fintect yang sangat membantu kebutuhan sehari-hari,positif
pendaftaran mudah,positif
"trimakasih banyak, sangat membantu",positif
coba dulu kalo bagus lanjut,positif
saya seneng mengetahui apl iniðŸ¤—ðŸ¤—ðŸ¤—,positif
sangat membantu dan bagus,positif
"selamat pagi bapak/ibu, tlong di, bantu pengajuan saya, krna, butuh x untuk tmbahan modal usahaðŸ™ðŸ™ðŸ™",positif
mantap,positif
"bintang 4 dlu ya min, kalo di stujui baru bintang 5 hihi",positif
usahakan limit besar,positif
lumayan mudah,positif
mantab,positif
kalau bisa waktu tempo bayarnya ditambah lagi...,positif
baik mantap,positif
"cepat prosesnya,cocok untuk keadaan darurat",positif
harusnya ada pmbyaran 1 buln sekali,positif
sangat membantu dan proses pun sangat cepat,positif
"cukup baik, tingkatkan",positif
pengajuan data cepat,positif
dua dulu cair baru kutambah,negatif
agak ribet,negatif
"mohon maaf ibu /bapa yg saya hormati.. saya atas nama Endang Fuji astuti ingin mengajukan penghapusan data karna sempat mendaftar,, tapi tidak mendapat respon,, sekian terimakasih",negatif
mudah persyaratannya..semoga berkah,positif
sangat bagus tingkatkan,positif
Sy sdh lunasi tapi pinjaman sy tdk dilanjutkan?,negatif
baru pertama X mencoba trimakasih Easycash,positif
nice,positif
aplikasi mudah digunakan.. proses cepat lngsung cair,positif
baik membantu modal usha,positif
ok ga ribet,positif
sangat membantu,positif
sangat membantu keuangan,positif
sangat memuaskan,positif
cepet dan tidak ribet cmn limit pertams dikit,positif
sangat bermanfaat,positif
Terimakasih ats kepercayaan nya kepada kmiðŸ™,positif
langsung acc,positif
mudh2an cair,positif
"boleh juga,apk ini.",positif
dicoba dlu kalo bagus tak tambahin bintangnya,positif
pertama minjam kecil semoga ke 2 nya dapat limit yg besar lg,positif
"Baik , pinjaman resmi diawasi OJK",positif
lumayan membantu,positif
Saya udhh uninstal aplikasi dan udh hapus akun nya trs tolong data data saya yang udh tercantum di easycash jangan disalah gunakan trs kalo ada salah gunakan data data saya gk selamat dunia akhirat.,positif
oke,positif
Easycash memang oke ðŸ‘ðŸ‘ðŸ‘,positif
sangat cepat prosesnya good,positif
memuaskan,positif
Sangat membantu,positif
pencairan cepat,positif
easycash mudah dan baik,positif
nice,positif
daftar nya ngak ribet dan mudah misi agar dapat pinjaman nya,positif
Luar Biasa telah membagi,positif
Sangat membantu masyarakat menengah trimakasih EasycashðŸ™ðŸ™,positif
"pelayanan cepat, sangat memuaskan ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘",positif
"Aplikasi yang bermanfaat easy cash aman nyaman untuk digunakan, dan bunga nya juga rendah sejauh ini easy cash sangat membantu",positif
Recomendt baget,positif
nice,positif
okey mantap,positif
"sangat bagus, mantap",positif
ok,positif
okkk bngt,positif
mudah mudahan di acc.ðŸ™,positif
proses cepat,positif
bagus gak ribet,positif
sangat membantu untuk keuangan saya dan bunga rendah sekali,positif
Alhamdulillah..segalanya menjadi mudah,positif
sangat membantu. terimakasih bozz q,positif
terimakasih easycash.. snagatmembnatu saya,positif
"Mantap pinjam dana ga ribed,",positif
usaha kuliner,positif
mudah2an bagus,positif
"sangat baik, tingkatkan",positif
keren banget,positif
Sangat membantu,positif
good,positif
mantap,positif
oke bos ðŸ‘,positif
"Kenapa limit pinjaman saya berkurang, padahal saya bayar tepat waktu",negatif
keren,positif
makasih sudah membantu saya,positif
ioke,positif
bagus kalau gampang di acc kalau gk ya gk bagus,positif
"ya mkasih,cuman dikit juga,bisa bantu",positif
makasih atas bantuan nya ðŸ™ udah bikin persetujuan pinjaman kuðŸ™ðŸ˜‡,positif
Bismillah semoga Berkah,positif
mantul,positif
mantap,positif
mantap bisa membantu di saat terdesak,positif
Ssya baru kurang mengerti istilah bhs inggitis fan tidak memahaminya Untuk,positif
"sangat bagus, gak ribet",positif
sangat membantu,positif
"baik sekali, pegajuan cepat",positif
Ternyata tidak bisa masuk juga,negatif
sangat baik dan cepat,positif
Mengapa pinjaman sy tdk dilanjutkan?sy lunasi cpt malahan dihentikan pinjaman sy,negatif
