no.,content,Label
107,"Sebenarnya apl nya dah bagus,namun proses bagusnya pembayaran cicilan tidak mempengaruhi pinjaman kedua bisa di ACC. Kecuali telat bayar masih ok lah ...tidak di ACC. Artinya limit tertera naik tapi tidak bisa di ajukan. Ada kami hanya satu kali pinjamðŸ¤£ðŸ¤£",negatif
108,"Sudah 2 bulan pengajuan selalu di tolak , sebelumnya pembayaran saya setiap bulan lancar kalo emang di tolak terus ga usah di imingi ke kenaikan limit sangat mengecewakan dan tolong hapus data pribadi saya jangan di salah gunakan !!!!!",negatif
109,"Iklan terus, giliran mau mengajukan ga pernah di acc, baru aja buka aplikasi udah langsung ga di acc, sudah sering seperti ini, iklan doang banyak",negatif
110,Download cuma mau bilang aplikasi ini ganggu banget spam dmn2..iklan ada setiap aplikasi HPku..kami ini pake data setiap menggunakan aplikasi bukan gratisan dan bukan aplikasi anda yang mensponsori HPku..kesel banget sok eksis banget.,negatif
111,"Instal aplikasi ini, cuma mau bikin ulasan aja sih sama kasih bintang 1, boleh ngumpat gak sih,.. iklan kalian menyesatkan anak muda, dan asli ini ngeganggu banget.. dan iklan kalian keseringan banget nongol, boleh tanya. Gimana caranya buat blokir aplikasinya kalian biar gak ganggu.. Mulai muak akutuh denger kata ADAKAMI, ADAKAMI, ADAKAMI, ADAKAMI,ADAKAMI,ADAKAMI,ADAKAMI,ADAKAMI,. Agghhhb shiball Kenapa sih iklan ada kami selalu nongol Mulu, sialan bener ya. Aku kudu gimana buat kalian gak spam",negatif
112,"Aplikasi payah. Pelayanan ndak bagus. Saya sudah bayar untuk 2 bukan sekaligus, tapi katanya tidak masuk, sedangkan di riwayat tf sudah berhasil.",negatif
113,"Pinjaman uang, sabgat nyaman Aplikasi ini luar biasa banget, gampang dipake dan persyaratannya ga ribet. Kalo bayarnya tepat waktu, jumlah limit pinjaman bisa naik loh. Aku rekomendasiin banget buat kamu yang butuh dana cepet buat atasin beberapa kesulitan. Jangan lupa bayarnya tepat waktu kalo mau limitnya naik. apl nya juga bagus banget",negatif
114,Sistem ada kami itu.. Aneh nasabah baru bilang ya credit skor kurang blum juga pinjam udh bilang kredit skor kurang.... Ini yg bikin peminat berkurang karna sistem aneh nasabah baru mao pinjam udh di bilang kredit skor kurang.. Prank ya bgus... Tidak di prioritas kan untuk nasabah baru.. ..,negatif
115,"saya sudah instal aplikasi ini supaya berhenti ,,tampil tiap detik.tiap buka hp mengaÃ±ggu bikin pusing kepala ,,gimana cara Ã±gilanginya cara blokir,,hadeeehhh tolong dong aplikasisanya ini di batasi lah menganggu sekali,,maksa truss ini aplikasi ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜¡",negatif
116,Sementara bintang 1...sengaja dilunasi 2periode sekaligus supaya tagihan tdk ada yg tergantung...dan tidak pernah telat sama sekali...mau pengajuan malahan ditolak...dan nunggu waktu 1bulan..tolong bedakan akun peminjam yg prioritas dan abal2...mendingan pake aplikasi Merah kalau kaya gini...mohon direspon .dan jangan both yg menjawab...terima kasih,negatif
117,"Ga rekomen untuk minjem duit di aplikasi ini, bener emg bunga nya kecil tapi biaya layanan yg tinggi, nyaris 200% untuk pengembalian nya, Dan untuk telat bayar di teror DC nya menggunakan online food yg belum dibayar, dan untuk DC nya sangat SARA",negatif
118,"Saya download apk inh, saya hanya ingin memberitahukan bahwa saya tidak orang mendaftar pinjol, jika ada yg mendaftar pinjam atas nama saya,, itu bukan saya, dan sya minta tolong, hpus smua akun data saya, jika ada yg mendapaftar pinjol, dan jangan terima pencaairan,,,, jika ada yg mendaftar, atas nama saya, saya tdak bertanggung jwb, karna saya tdak prnh mendaftar, tolong tolong hapus dan jngn di slah gunakan, data"" saya,",negatif
119,"Pesan saya ke yang baca ini, sebelum kalian install appk pemeras, tidak sesuai di iklan yang manis, jangan pinjol ke appk ada kami jika kalian tidak mau menyesal.",negatif
120,"Gimana ya, udh daftar & fetivikasi tapi ngk bisa cair, kayaknya jual iklan aplikasi doang ðŸ—¿ tapi ada bagusnya juga, soalnya mengiklankan & merekomendasikan aplikasi lain yg kurang lebih sama ðŸ‘",negatif
121,"Tolong donk, iklan aplikasinya sangat mengganggu, setiap mau buka aplikasi apapun skrg iklan sudah merajalela terutama dari aplikasi ini. Sangat menggangu saya secara pribadi",negatif
122,"barusan di telpon sama pihak ada kami katanya, pinjaman saya di ACC kaget dong saya nya padahal saya sudah lama mengajukan pinjaman di ada kami pas tahun 2021 kok baru di ACC, trus di tanya apakah tidak ada dana masuk ya saya jawab tidak ada, trus karena saya penararan saya install aplikasi nya, eh pas saya sudah install ternyata zonk yang tertera malah tidak dapat mengjukan limit karena skor kredit anda tidak memenuhi kriteria, emang dasar aplikasi nipu sudah gitu iklan nya di mana2 bikin emosi",negatif
123,"Download ini cuman mau komen, muakk bgt liat iklannya. Udah durasinya lama bgt. Nongol trus lgi greget banget udh gitu iklannya trlalu norak",negatif
124,"Biaya layanan nya bikin kaget minjam 1,6jt cair 1,5jt tapi jumlah keseluruhan yg di bayar selama 6 priode 2,7jt.. maaf saya Egga jadi minjam soalnya ini tidak membantu tapi mencekik . Law buat iklan sesuaikan juga lah sama apk nya.. mohon untuk menghapus semua data diri saya",negatif
125,"Saya pengguna lama, pembayaran selalu tepat waktu, hampir 1 tahun pakai brapa pun pinjaman slalu ACC. baru kali ini saya di tolak untuk pinjaman kecil ðŸ˜… lucu, untuk bank yg terkait, klo g niat atau g brani pinjam, jgn join ke aplikasi ini. Smnjak perubahan bank, kekny aplikasi ud g waras",negatif
126,Adakami aplikasi pinjol parah saya emang daftar di aplikasa anda tapi saya tidak melakukan pengajuan pinjaman sama sekali karena biayaya admin dan bunganya besar.. dan saya belum bekerja. Kok dapat telfon yang mengaku dari aplikasi ADAKAMI dana nya mau di cairkan yang saya sama sekali tidak ada pengajuan pinjaman. Tolong jangan di salah gunakan data saya.. kalo tiba tiba ada tagihan dari ADAKAMI saya akan melaporkan ke pihak berwajib. Trimakasih,negatif
127,"Terima kasih sudah dikasi pinjam, system pernah selalu eror alfamart tidak bisa memproses pembayaran, dan pada apk ada keterangan ada perbaikan sistem, semoga usahanya sukses, apknya sudah saya uninstall.mohon kerjasamanya untuk menghapus data saya.",negatif
128,"saya kurangi bintangnya,,penolakan sistem atas pinjam kembali tidaklah efesien,saya kecewa atas appnya.padahal sudah tepat waktu pembayaran,kan ada petugasnya yg mengwasi data kenapa alasan petugas @ADAKAMI hanya jawab sistem yang menentukan,,petugas nya kemana???",negatif
129,Please saya muak dg iklan anda. Tolong para pihak adakami jangan kebanyakan nipu. Iklan anda itu semuanya sampah. Ga bermutu dan sangat sangat lebay. Gimana cara report iklan kalian sih. Huft di report masih muncul di banyak aplikasi.,negatif
130,Batal 5 bintang .. Sudah mau minjem .tp ngk lolos di bilang telat atau AP...sya baru ini minjam di adakami.. Hadeh...tolong d hapus data pribadi sya dan mohon untuk tidak menyalah gunakan data pribadi saya.tnggl 1.9.2023 hapus sudah.,negatif
131,Tdk sesuai dg iklan...bunga nya 50 % lebih...pinjaman tdk di beri tahu rincianya dulu..setelah pinjaman berhasil rincian baru keluar...udah gitu pinjam 3 jt harus bayar 6 jt lebih...dalam tempo 6 bulan...tolong bagi yg belum terlanjur jangan gunakan aplikasi ini..bunga rendah cm 150an tp ada biaya layanan 2jt lebih..,negatif
132,Aplikasi aneh...data sudah komplit tidak malah score kredit 0 malah di alihkan ke aplikasi lain...tolong hapus data data saya...kalau ada masah apapun saya tidak bertanggung jawab sama sekali.saya mulai hari ini saya uninstal 30/8/2023.,negatif
133,Jangan pernah instal apk ini penipuan.. Saya menyesal sudah insta apk ini mau bayar tagihan susah banget ngehubungin cs nya responya malah suruh download apk lain lagi...padahal saya sudah bayaran tagihan di seratus nya masih ga berubah malah saya rugi 100rb harus nya bayar tagihan tuh 700 ini malah jadi 800 kan aneh apk menyesatkan penipuan,negatif
134,Instal cuma mau ngasih bintang 1 doang. Bukan apaan aja langsung kesini iklan aplikasi sampah ini yaudah instal cuma mau ngasih bintang 1 aj. Sampah bangat ini iklan aplikasi Semoga ini aplikasi cepet Bangkrut Amin!!!ðŸ™,negatif
135,"Terima kasih sudah pernah memberi kesempatan pinjamkan dana... Hanya karena sekali kesalahan / keterlambatan pembayaran,, pinjaman sudah ditolak & disuruh menunggu 3 bulan,, setelah 3 bulan dengan harapan mendapatkan kesempatan lagi tapi semua penantian sia - sia dengan penolakan & menunggu 3 bulan lagi... Sekali lagi terima kasih... Bahkan sudah sampai 2 tahun lebih,, Mencoba mungkin sudah bisa,, tapi sayang masih juga ditolak.. Terima kasih... IKLAN LIMIT BESAR DAN CARA MUDAH TERNYATA HOAX",negatif
136,"Aplikasi Lintah darat...masa biaya layanan nya hampir sama dengan biaya pinjaman nya...parahhhh..wkwkwkkwkww... Misal pinjam 8 juta, tenor 9 bulan Biaya layanan 7jtaan.. Cicilan 1.9jt.. Jadi total pinjaman yg harus dibayar hampir 18 juta sama bunga.. Padahal terima cuma 8jutaan.. Ngaco wkkwkww..",negatif
137,"Ribet, jatoh tempo masih lama di teleponin terus, bayar sebelum jatoh tempo di telepon juga, udah gitu yg ngomong bot lagi, bukan cs langsung, ga sopan!!!!! Udah bunganya gede banget lagi, minjem 1,5jt balikin 2,5jt, jangan download aplikasi ini deh yg nyari pinjeman.",negatif
138,"terpaksa instal biar bisa koment,, ni aplikasi kok maksa banget ya muncul terus ketika mau skip langsung dialihkan ke PlayStore,, mengganggu bangettttttt pokoknya,, nyampah banget,,",negatif
139,Aplikasi gak. Jelas.. bayar tepat waktu tidak telat .pas pngajuan kembali tidak bisa . Tolong hapus data saya dari aplikasi ini dan jng di salah gunakan,negatif
140,4x ajukan tdk pernah lolos verifikasi...tdk seperti di iklan...iklan visa 10x muncul di hp.....giliran di pakai di tolak terus....... Aplikasi paling ribet.,negatif
141,Saya sangat menyesal awalnya cuma coba2.aplikasi mencoba pinjam 400rb lha kok jadi nya hampir 700rb.total semua.dan terima 390rb.bayar angsuran setiap bulan 117rb sekian selama 6 bulan.sebelumnya tidak terlihat jumlah angsuran nya.sebaiknya anda berpikir 2 kali sebelum ambil di aplikasi ini bunga nya sangat gila dengan alasan biaya layanan,negatif
142,"Mohon maaf.....Pinjaman pertama,kedua di ACC,,,pengajuan berikutnya selalu di tolak,,sampai 3 x pengajuan terus di tolak,, padahal saya patuh pembayaran sesuai jatuh tempo,padahal saya sangat membutuhkan pinjaman ini.",negatif
143,"Setelah pake aplikasi ini.. Belum hari jatuh tempo, banyak skli panggilan/tlpn dr aplikasi.. Pernah telat 1 hari saja utk pembayaran, banyak sekali sms yg masuk yg isinya sangat kasar dan ad unsur pengancaman. Kedepan mohon jgn begitulah..",negatif
144,"Bisa gak aplikasi ini di laporkan ke polisi.. Sumpah sangat mengganggu bgt.. Muncul setiap menit di semua aplikasi dengan durasi 30dtk..bahkan HP tanpa saya gunakan pun muncul.. Sangat mengganggu aktifitas.. Padahal gak minat, tapi kok berasa di teror saya... Iklannya sangat gak wajar dan mengganggu... Tolong kalau cari nasabah jangan semua nya yg di ganggu... Kayak pengemis yang maksa jadinya... ðŸ™ðŸ™ðŸ™ Saya sampai download cuman buat komen ini aja...",negatif
145,Tdnya mw ngasih bintang 5 jd Kasih bintang 1 dulu ajah . awalnya bagus bisa pinjem beberapa dalam sekaligus walaupun pinjaman blm ada yg lunas . Tp kenapa pinjaman di kunci tidak bisa pinjam sekaligus walaupun masih ada pinjaman yg blm lunas san limit pinjaman masih ada.. tolong di perbaiki sistemnya.. jgn PHP in doang kaya iklan2nya. Di tambahin lagi kak untuk yg penagih hutang gak usah goblog2in pelanggan kak.. ini yg bikin rating daa kami jd jelek,negatif
146,"Aplikasi idiot, padahal cuma nyoba2 masukin nomor telepon di aplikasi ini dan belum memasukkan identitas, ehh tiba tiba dari tadi pagi udh di teleponin 7 kali, disuruh masukin identitas lengkap, jadi aplikasinya mau ngasih pinjeman atau mau maksa org minjem??",negatif
147,"Masih 5 hari Belum jatuh tempo pembayaran udah ditelpon2 terus, terlambat 1 hari aja udah banyak banget ancaman penyebaran data pribadi dari DC lewat wa ataupun sms Biaya penanganan terlalu mahal,bener sih bunga sedikit tapi biaya penanganan melebihi bunga,akal2an aja nih Kalok dah ndak ada tanggungan dah hapus aja nih...",negatif
148,"sblumnya mohon maap ya... tolong dong.... ini iklan knpa ya muncul sesenaknya aja, sering banget, gak buka apk ini gak buka apk itu ada aja, bhkan d mode siaga aja mncul, jadi mengganggu kenyamanan orang lain klu kaya gitu, sewajarnya ajalah, promosi iklan dgn bgtu bukan tertarik, yg ada mlah bikin risih jadinya. Tolong gimana cara ngilangin iklan yg terus mnerus muncul kaya gitu lama klmaan karena keseringan nguras kuota...",negatif
149,"Saya download aplikasi AdaKami karena aplikasi ini sangat mengganggu. Baru nyalakan HP iklan aplikasi ini langsung masuk. Buka WA beberapa detik, aplikasi AdaKami ini juga langsung masuk. Bahkan sebelum saya selesai menulis ulasan ini, sudah empat kali iklan AdaKami ini masuk. Sungguh sangat sangat sangat mengganggu. Tolong bantu saya bagaimana cara menghindari iklan yang tidak berguna ini (bagi saya).",negatif
150,Bunganya terlalu tinggi sudah lunas pun masih saja di hubungi padahal di aplikasi sudah tertulis lunas...3 hari belum telat aja terus di telepon sampai beberapa kali ...telat sedikit aja ga boleh minta waktu pembayaran ....tolong di perbaiki sistem anda...jangan dah lunas masih di telp dan di wa ..,negatif
151,"Dari kemaren saya komentar untuk rekening bang y belum ada penambahan sampai saat in. Cukup kecewa rasa y, tambah lagi kalo mau ngelunasi pinjaman harus 1 demi 1 d bayar bosen bolak balik buka Livin sama salin no rekening, coba lah kalo bisa it d bikin untuk pembayaran y it sistim yg lebih baik, jadi kalo ingin bayar lunas gak perlu bolak balik salin no rekeningðŸ˜”. Tolong lah min d bantu untuk it. Terimakasih",negatif
152,"Mohon maaf saya tidak bisa melakukan pembayaran karna bermasalah pada aplikasi ,kalau mau di bayar ada nlmor rekening lain biar bisa saya bayar ,bukan nya saya gak punya duit ada niat mau bayar tapi aplikasi nya bermasalah",negatif
153,Pinjam awal berhasil ada yg telat bayar ga Ampe 1 bulan TELAT bayar skrng sudah 5 bulan tidak bisa pinjam lagi,negatif
154,"Bunga rendah, biaya layanan sangat mahal. Takut bayar kalo telat di teror, smentara di tunda dlu untuk rencana pinjamannya",negatif
155,"Saya kasih 2 bintang dulu karena pengajuan saya belum di acc, kalau sudah di acc saya tambah lagi menjadi 5 bintang",positif
156,ok susah minjem selalu di tolak,negatif
157,saya pengajuan ndak pernah di acc kok diminta memberi penilaian.pengajuan kenaikan limit bisa tapi peminjaman g di acc.macam mana pula,negatif
158,Sory saya turunin karna setelah tidak ada tagihan mau coba pinjam gk bisa. Padahal kemaren bisa bahkan sampai 5pinjaman sekaligus. Sekarang dh lunas semua mlah gk bisa pinjam. Chat CS email juga responnya gitu2 aja gk bisa bantu penyelesaian.tolong ditindak lanjuti kalo dh bisa baru aku naikin lagi bintangnya. Tks,negatif
159,Kolektor adakami terlalu memaksa dan mengancam apabila terjadinya kelewatan pembayaran langsung di ancam apakah seperti itu cara yang baik dalam menagih pembayaran pinjaman?,negatif
160,"Dibayar jauh sblum jatuh tempo mlh gk bisa ambil lgi, terimakasih .",negatif
161,"Payah..pembyran g pernah telat.jauh2 hari sebelum jth tempo udh kita bayar,malahan teman kita undang juga udah berhasil dan udh bayar angsuran juga.giliran ngajuin limit 1jtan ditolak.payaahhhhh ðŸ˜«ðŸ˜«ðŸ˜«ðŸ˜«",negatif
162,buat masukan ja Bosque : pinjam 750rb pot 10rb materai nerima bersih 553rb pot layanan 154.750 PPN : 7.247 rb bunga 25rb materai 10rb total mengembalikan dlm wkt 2bln : 468.500 x 2 bln = 937rb 937 RB - 553rb ( nrima bersih ) = 384rb masuk rek g bs diambil smua.. Yo rampung g jadi Makai..ðŸ˜ƒðŸ˜ƒ yg ditanyain pot layanan ato gampangane administrasi dll kok guedeee bingittts.. Uda ada pot bunga..pdhl per bln nya aj setoran sdh plus bunga war biasa Bosque.. uninstal apk..maap ya..jaga data sy,negatif
163,"Saya sudah bayar melalui mobile banking, saldo rekening kepotong tapi di adakami masih ada tagihan trus, malah tagihan semakin bertambahðŸ˜¡",negatif
164,"Limit aja yang besar, asal mau pencairan di tolak terus, nilai kredit bagus",negatif
165,Pdhal apk nya bagus cuman saya sudah melunasi pembayaran nya tetapi tetap tidak masukðŸ™ maka tolong hapus data data sayaðŸ™,negatif
166,"Saya tidak jadi mengajukan pinjaman di akun ini .karena keterangannya.ktp saya ada yang menggunakannya..ingat ,bila ada apa mengenai KTP saya..itu bukan saya....",negatif
167,Tidak semudah iklan,negatif
168,"awal minjem di acc,pas byr di pelunasan terkhir cmn telat sehari aja krna ada kendala di m banking jdi bayrnya dibesokin smpe mbanking bisa,pas udah lunas mau minjem lgi gabisa.",negatif
169,"Apakah jangka waktu tenor 6 bln, bisa saya lunasi dalam sebulan? apakah bunga tetap pada hitungan 6 bln ? Mohon penjelasannya, apakah di kode transaksi itu juga sy hrs melunasinya ??...saya kasih bintang 2 dulu ya...",negatif
170,Sangat kecewah setelah nunggu cukup lama akhirnya d batalkan jg,negatif
171,"Hari ini saya udah melunasi semua, dan mulai hari ini jg saya uninstal app adakami karena gak mau pinjamÂ² lagi , bunganya makin gede, ngeri .. mohon simban baikÂ² data saya jgn pe ada pihakÂ² yg menyalah gunakan",negatif
172,"Saya nasabah yang slalu tepat waktu bayar angsuran sampai lunas, tapi kenapa pas mau pinjam lagi ditolok,tidak masalah buat saya di tolak juga. tolong hapus data saya sampai bersih",negatif
173,"bagus bgt apk nya, langsung cair top Sy ambil 2,4,yg hrs sy byr 4,2 jt, 6 priode, lebih dr cukup sih, ðŸ˜‡ðŸ˜‡ðŸ˜‡",positif
174,Saya membutuhkan Dana 10 juta..saya sudah verifikasi BPKB..tapi tidak bisa.benar BPKB msih nama milik pertama..tapi motor itu sudah saya beli.hanya belom ganti nama,negatif
175,Biaya layanannya sangat tinggi,negatif
176,Padahal sudah lama tidak di gunakan kenapa masih di tolak untuk pengajuan,negatif
177,"Sebener nya sih bagus ,ngebantu banget Cuma ko bawel cs nya kalo ngingetin jatuh temp nya ,bahkan sampe tlp nya jam 9 malem Tolong dong buat layanan pembayaran nya ko di alfa suak susah ya",negatif
178,"Kepada cs adakami yg terhormat. Saya 2 hari ini sudah mencoba berulang kali melakukan pembayaran di berbagai gerai Alfamart, tapi hasil tetap sama tetap tidak bisa. Dan melalui m-banking pun tetap tidak bisa dengan keterangan sistem error' Tolong di perbaiki sesegera mungkin karena jika terus seperti ini pihak peminjam yg sangat dirugikan karena denda tagihan terus bertambah Saya mohon dengan sangat ðŸ™",negatif
179,sering terjadi gangguan via alfamart yang cukup lama,negatif
180,Kenapa sulit sekali untuk pembayaran? Sedang kan dari pihak sana sering telpon terus padahal belum jatuh tempo! Giliran mau bayar ga bisa gimana sih,negatif
181,"Adakami tolong dong pembayaran melalui Alfa diaktifkan, saya sulit tidak bisa bayar , giliran telat bayar maki maki org",negatif
182,"Data sudah valid tetap aja ga bisa, padahal disini niat mau kembaliin",negatif
183,Bunganya terlalu tinggi untuk saya. saya coba pengajuan pinjaman saya rendah dulu.,negatif
184,"Instal cuma mau koment , iklan lo ganggu amat. Apalagi pinjol yg ngalahi rentenir.",negatif
185,Biaya layanan tolong dikondisikan lagi..ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,negatif
186,Pelunasan awal tidak dapat potongan. Bunganya sangat tinggi. Pinjaman sekitar 26jt total bayarnya 33 jt,negatif
187,"Download pertama langsung d acc pinjamannya, giliran sudah d lunasi belum sampe jatuh tempo udah saya bayar limit naik tapi malah ngajuin pinjaman d tolak , heran saya,, mana lg butuh d tolak lagi ðŸ¤¦ðŸ¤¦ðŸ¤¦",negatif
188,Tolong ya adakami saya saminah sudah membayar 380000 pas taggl 26 kmrn jm 5 sore.trafer pake shopi pay..tp knp masih di tagih trs msh d tlpn trs .dan status di aplikasi nya masih tertagi aja.. ini gmn .bunga Uda nyekek .playanan ky gni..sy niat bnr byr hutang tp di giniin,negatif
189,/Ga ribet dan langsung di acc pinjaman tpi pembayaran nya melebihi pinjaman hampir selangit,negatif
190,"Aku kasih bintang 2 dulu soalnya dari kemarin status pinjaman yang di pinjaman tinggal menunggu dana di transfer belum masuk"" padahal biasanya cuman beberapa detik engga sampai berjam-jam seperti ini,kasih solusi jika sudah terpecahkan solusi pasti aku ganti bintanya jadi 5.",negatif
191,Pengin coba itupun kalau bisa kalau memang benar dan bunga ringan,negatif
192,Maaf itu data saya ada yg pake karna saya cek no tlp saya bukan yg itu.bila mana di kemudian hari ada penagihan saya nga mau tau paham segera hapus data saya mengerti.no.ktp w ada yga pake sialan loe loe pada klw ada yg nagih ke rumah saya liatin. Aja,negatif
193,"Gak ramah masa 3 hari sebelum jatuh tempo udah di telpon berkali kali yang nelpon . Pas main game keganggu kayak bot pula penelponya (macam telepon horor kata"" berulang datar)",negatif
194,Tambah limit tapi pinjam kecil aja di tolak ..Yo wis lah pakai yg lain aja.,negatif
195,"Sangat kecewa, di tolak terus padahal baru pertama kali",negatif
196,Tolong kurangi bunganya sangat besar bunganya makasih,negatif
197,Kalo telat bayar sehari dua hari .dc kalian telpon ataw..sms yg tidak wajar .akan saya laporkan lps.lembaga penasehat soaial.,negatif
198,"Mohon maaf min saya tidak jadi meminjam karna belum lengkap ngisi data"" Nya baru separoh jadi tolong hapus saja data"" Yg udah d isi, mohon maaf data"" Saya tolong hapusðŸ™jgn sampe d salah gunakan ,",negatif
199,"Rubah dulu dah bintangya , mau cek riwayat pembayaran kok gk ada ?? ðŸ¤” kalo udah bisa cek riwayat pembayaran sy balikin bintangnya lagi ðŸ˜ðŸ™ðŸ»",negatif
200,"maaf saya kurangi bintangnya, sbb saya pinjam tidak pernah telat sama sekali, tetapi pinjam lagi gak ACC.. ngapain iming2 limit, klo gk bisa pinjam lagi",negatif
201,"Aplikasi apaan,berbelit2,data sudah masuk pengajuan gagal,tolong ya hapus smua data saya,sangat ribet urusannya",negatif
202,"Terimakasih Ada kami telah membantu saya dalam kesulitan, mudah mudahan hubungan ini berjalan terus, tiada henti, tapi kami mohon pinjaman yg akan datang supaya limit nya agak di perpanjang, jadi angsuran bulanan nya tidak memberatkan.... Terimakasih ada kami.... Kami percayaðŸ¥°ðŸ™ðŸ‘bagai mana kita mau tau bahwa pinjaman kita sdh cair... Sdh masuk rekening, mohon penjelasan nyaðŸ™",positif
203,Saya pinjem. Blom tanggal jatuh tempo udah ditelponin mulu. Padahal ud brp bulan ga pernah telat malahan saya bayar seblum tanggal jatuh tempo,negatif
204,"Awal2 penagihan tidak kasar, tetapi penagihan saya yg terakhir dan pelunasan sangat kasar, bahkan mengincar akun sosmed saya. Dan mengirim DM fitnah ke teman2 sosmed saya. Kata2nya juga sangat kasar. Ga lagi ambil pinjaman disini.",negatif
205,"Apk nya bagus dan pendataranya juga mudah tpi maaf sy kasih bintang 2. Pd admin per tgl 20/09/2023 tolong hapus data pribadi sy karna pengajuan sy tidak di setujui, akun sy tutup dan sy tidk bertanggung jawab bila ada apa"" atas nama sy. Terima kaaih",negatif
206,"aplikasi cukup membantu ,cuman kdg limitnya gak bisa di pakek lagi knoa yaa?",positif
207,Saya baru: mencobanya dan akan memberikan penilaian yang lebih jika pelayanannya memuaskan,negatif
208,"Untuk pembayaran tolong di usahaka ke bca juga dong,, biar tdak ada biyaya tambahan lagi.... dan waktu pencairan jangn lama.",negatif
209,"Kasih bintang 2 krn bunga 6 bulan saja 74,80% kalau 1 thn 149,60% Waw... Bangkrut yang pinjam. Kasihan yang pinjam terburuÂ² tanpa pikir panjang. Biaya layanan katanya 1,42% tapi ternyata hitungannya tinggi selangit melebihi bunga yang dihitung",negatif
210,"Tidak sesuai iklan gtu udah mau proses pinjaman malah di tolak dengan alasan tidak jelas, nyesal download nya pada hal lagi urgent butuh banget untuk modal usaha",negatif
211,Saya mengajukan pinjaman tapi tidak lolos di tgal 17-09-2023 jam 17: 09wid tolong jangan di salah gunakan data pribadi saya hapus saja data saya kalo data saya di salah gunakan akan di tindak lanjuti yang ber wajib,negatif
212,"Bunga nya terlalu tinggi.. Cara penagihan kalau terlambat sanggat mengerikan,, sampai masuk ke tahap teroor dan bikin orang yang menerima bisa terkena serangan jantung mendadak",negatif
213,"Saya sangat kaget degan bunganya cuman mau lihat""limit dulu ternyata sdh masuk bunganya sagat menyiksa tpi trimakasih atas pinjamannya semoga kedepanya tdk terlalu tinggi bunganya",negatif
214,"Maaf bintangnya tidak full karna pengajuan sy blm di ACC, mohon data saya di hapus jangan sampai di salah gunakan Minn.",negatif
215,"Diaplikasi ini, walaupun pembayaran kita bagus,setelah lunas kita mau ajukan ulang, di tolak. Berarti aplikasi kalau da ambil untung langsung main tolak pengajuan kita. Saran saya buat yg lain,bila pengajuan anda di setujui, lebih tidak usah bayar. Main tembak aja. Toh pembayaran kita bagus gak pernah telat gak ada guna nya",negatif
216,"Saya mau tutup akun ko gak bisa terus, krn sy gak membutuhkan pinjaman. Kode verifikasi gak di kirim2. Aneh ini aplikasi. Tolong bantu sy mau tutup akun.",negatif
217,Aplikasi gjls selalu di tolak padahal score kredit bagus cuma ambil data aja ini apk hapus data saya,negatif
218,Kasih bintang 2 dulu di iklannya bunga nya rendah saya pinjem cuma 2 JT doang perbulannya hampir 500 RB keatas selama 6 bulan emang cepet sih cairnya membantu kalau lg butuh mah,negatif
219,Percuma ngasih data dan download tidak bisa / ditolak dengan alasa tidak jelas,negatif
220,"Kenapa ga bisa cair lewat apk cashcepat min, padahal lagi darurat banget, apk dana atau gopay masa ga bisa sih",negatif
221,Pencairan cepat dan mudah hanya saja ada biaya layanan hampir 50% dr total pinjaman dgn nilai Rp 2jtaan yang diawal tidak dinformasikan. Hati hati yg mau pinjam dipikirkan. Saya sudah terlanjur ðŸ™ˆ,negatif
222,Knapa biaya layanan nya banyak banget.. ðŸ˜¢ngga jadi deh mau pinjam..,negatif
223,"Aplikasi gx jelas dan jelek,, giliran sudah isi data pengajuan saya tidak di acc.. Tolong hapus data saya jangn di slah gunakan.. Terima kasih.. Mohon kerja sama nya",negatif
224,Kasih 2 dlu.abis ny kmaren g d acc.padahal data udh lengkap dan g pernah bermasalah di pinjol2 lain,negatif
225,Awal awal aplkasi ada kami sangat bagus.. Tp skrg jlk.. Selama sy minjem ga pernah bayar telat malah sblm tempo dah sy bayarkan.. Tp di saat sy lagi butuh aplikasi ini tdk dpt membantu sy untuk pinjem kmbl dengan alasan hasil kinerja anda.. Sllu di tolak apa coba mksd nya,negatif
226,"Di iklan bunganya rendah tapi di aplikasi 19%. Ibarat kata limit pinjaman 5.000.000 dengan suku bunga 19% + tenor 6 bulan, Misalnya : 5.000.000 X 19% = 950.000/bulannya Jadi, 950.000 X 6 = 5.700.000,- Jika di jumlahkan dengan limit pinjaman dan suku bunga selama 6 bulan, maka : 5.000.000 + 5.700.000 = 10.700.000 Totalnya : (Rp 10.700.000)",negatif
227,Limit rendah tidak sesuai iklan,negatif
228,"Pembayaran 3 hari sebelum jatoh tempo ,ga pernah telat ,selalu ontime ,tapi pengajuan ke 3 ga di acc ..nyesel juga bayar buru"" ,ternyata ga bisa pengajuan lagi",negatif
229,Sllu di tunda pengajuan sya. Pdahal awal awal pinjam dulu cpat dan score credit sy sllu terjga baik. Knpa yah ADAKAMI ke sya bgini.,negatif
230,"Bunganya sangat gak masuk akal, platform lain paling besarnya tempo 2 ngambilnya 140/200 ribu bunga, ini di luar nalar bunganya ... Kecewa bgt sangat memberatkan ... Thanks",negatif
